StationID,Date,Temperature,RelatHumidity,Rainfall,SolarRad,doy
1,2020-10-01,21.625,86.47916666666667,1.5000000000000002,7.9,274
1,2020-10-02,13.041666666666666,91.83333333333331,1.5000000000000002,2.28,275
1,2020-10-03,12.173958333333331,88.91666666666667,1.5000000000000002,2.59,276
1,2020-10-04,12.173958333333331,89.41666666666667,0.6000000000000001,3.17,277
1,2020-10-05,13.6875,92.35416666666669,0.0,2.95,278
1,2020-10-06,12.429166666666667,84.79166666666667,0.0,11.52,279
1,2020-10-07,15.48125,81.72916666666667,0.0,8.8,280
1,2020-10-08,15.504166666666668,75.04166666666667,0.0,12.08,281
1,2020-10-09,15.58125,56.22916666666666,0.0,13.66,282
1,2020-10-10,12.883333333333333,66.5625,0.0,14.24,283
1,2020-10-11,15.991666666666667,58.9375,0.0,12.7,284
1,2020-10-12,15.4,73.375,0.0,14.18,285
1,2020-10-13,13.35625,82.20833333333333,0.0,12.47,286
1,2020-10-14,16.389583333333334,75.3125,0.0,12.86,287
1,2020-10-15,16.285416666666666,80.14583333333333,0.0,14.02,288
1,2020-10-16,18.79583333333333,71.25,0.0,14.41,289
1,2020-10-17,19.25625,70.79166666666667,0.0,13.15,290
1,2020-10-18,21.76458333333333,66.375,0.0,13.49,291
1,2020-10-19,24.49375,61.708333333333336,0.0,14.22,292
1,2020-10-20,18.914583333333333,81.875,0.0,13.2,293
1,2020-10-21,15.214583333333332,87.66666666666667,0.0,10.46,294
1,2020-10-22,17.366666666666667,89.83333333333333,1.5000000000000002,8.32,295
1,2020-10-23,18.79583333333333,90.5625,1.5000000000000002,3.77,296
1,2020-10-24,21.416666666666668,82.5625,0.0,12.85,297
1,2020-10-25,21.675,80.08333333333333,0.0,11.91,298
1,2020-10-26,18.429166666666667,91.83333333333331,1.5000000000000002,2.95,299
1,2020-10-27,13.7875,93.58333333333331,0.2,3.32,300
1,2020-10-28,18.48333333333333,89.08333333333333,0.4,8.81,301
1,2020-10-29,14.727083333333333,70.41666666666667,0.0,12.28,302
1,2020-10-30,12.608333333333334,80.95833333333333,0.0,10.78,303
1,2020-10-31,15.04375,73.5,0.0,13.51,304
1,2020-11-01,15.225,70.25,0.0,15.54,305
1,2020-11-02,15.220833333333331,71.6875,0.0,15.27,306
1,2020-11-03,15.916666666666666,75.5,0.0,13.14,307
1,2020-11-04,14.270833333333334,68.08333333333333,0.0,15.38,308
1,2020-11-05,15.575,77.6875,0.0,11.9,309
1,2020-11-06,18.025,79.89583333333333,0.0,11.4,310
1,2020-11-07,19.21875,79.10416666666667,0.0,10.63,311
1,2020-11-08,18.935416666666665,77.875,0.0,13.13,312
1,2020-11-09,16.925,89.625,0.2,5.69,313
1,2020-11-10,18.485416666666666,86.875,0.0,9.56,314
1,2020-11-11,17.818749999999998,86.70833333333333,0.0,9.34,315
1,2020-11-12,18.7875,86.1875,0.2,10.94,316
1,2020-11-13,20.035416666666663,81.22916666666667,0.0,11.54,317
1,2020-11-14,22.745833333333334,75.60416666666667,0.0,13.5,318
1,2020-11-15,22.65625,80.625,0.0,12.14,319
1,2020-11-16,18.95625,78.22916666666667,0.0,8.92,320
1,2020-11-17,16.414583333333333,69.8125,0.0,16.48,321
1,2020-11-18,18.254166666666663,69.16666666666667,0.0,13.76,322
1,2020-11-19,16.508333333333333,80.66666666666667,1.5000000000000002,7.81,323
1,2020-11-20,17.366666666666667,73.02083333333333,0.0,14.54,324
1,2020-11-21,17.183333333333334,68.625,0.0,16.44,325
1,2020-11-22,18.48333333333333,66.6875,0.0,16.49,326
1,2020-11-23,21.070833333333333,64.22916666666667,0.0,16.63,327
1,2020-11-24,25.727083333333336,60.9375,0.0,15.62,328
1,2020-11-25,23.4125,68.97916666666667,1.5000000000000002,8.79,329
1,2020-11-26,20.81458333333333,80.6875,0.0,9.27,330
1,2020-11-27,20.90625,73.64583333333333,0.0,16.32,331
1,2020-11-28,22.90416666666667,78.6875,1.5000000000000002,10.34,332
1,2020-11-29,22.62291666666667,77.29166666666667,1.5000000000000002,12.06,333
1,2020-11-30,20.316666666666663,73.77083333333333,0.0,14.84,334
1,2020-12-01,19.80208333333333,72.20833333333333,0.0,15.59,335
1,2020-12-02,21.772916666666664,78.89583333333333,1.5000000000000002,13.52,336
1,2020-12-03,20.88125,81.6875,1.5000000000000002,11.06,337
1,2020-12-04,18.79375,69.39583333333333,0.0,15.44,338
1,2020-12-05,15.622916666666669,69.22916666666667,0.0,13.72,339
1,2020-12-06,16.135416666666668,73.33333333333333,0.0,9.2,340
1,2020-12-07,16.26875,87.3125,1.5000000000000002,13.45,341
1,2020-12-08,19.55,80.66666666666667,0.0,14.74,342
1,2020-12-09,21.652083333333334,72.27083333333333,0.0,15.75,343
1,2020-12-10,23.402083333333334,64.6875,0.0,16.81,344
1,2020-12-11,26.1,60.47916666666666,0.0,15.95,345
1,2020-12-12,21.85625,78.66666666666667,1.5000000000000002,6.01,346
1,2020-12-13,22.104166666666668,81.3125,1.2,8.33,347
1,2020-12-14,19.425,62.020833333333336,0.0,15.28,348
1,2020-12-15,21.60625,69.77083333333333,0.0,16.39,349
1,2020-12-16,21.916666666666668,78.97916666666667,0.0,10.6,350
1,2020-12-17,22.86875,75.25,0.0,15.61,351
1,2020-12-18,24.13958333333333,72.33333333333333,0.0,16.46,352
1,2020-12-19,21.883333333333336,86.25,1.5000000000000002,5.43,353
1,2020-12-20,19.2,61.5,0.0,16.73,354
1,2020-12-21,17.979166666666668,62.375,0.0,17.36,355
1,2020-12-22,18.6375,72.45833333333333,0.0,16.66,356
1,2020-12-23,20.37708333333333,71.5,0.0,17.18,357
1,2020-12-24,22.916666666666668,78.70833333333333,0.0,15.17,358
1,2020-12-25,23.633333333333336,75.95833333333333,0.0,16.73,359
1,2020-12-26,22.57708333333333,76.95833333333333,0.0,11.9,360
1,2020-12-27,22.73958333333333,79.52083333333333,0.0,14.45,361
1,2020-12-28,23.433333333333334,77.04166666666667,0.0,16.61,362
1,2020-12-29,23.96875,74.08333333333333,0.0,15.01,363
1,2020-12-30,25.047916666666666,74.6875,1.5000000000000002,13.93,364
1,2020-12-31,19.99375,66.97916666666667,0.0,17.19,365
1,2021-01-01,21.666666666666668,54.25,0.0,16.96,1
1,2021-01-02,21.0625,58.395833333333336,0.0,17.03,2
1,2021-01-03,21.01875,72.5625,0.0,15.21,3
1,2021-01-04,24.39583333333333,66.89583333333333,0.0,14.79,4
1,2021-01-05,21.04583333333333,87.10416666666667,1.5000000000000002,4.67,5
1,2021-01-06,25.36458333333333,75.77083333333333,0.0,13.7,6
1,2021-01-07,24.758333333333336,61.208333333333336,0.0,14.82,7
1,2021-01-08,26.00208333333333,48.5,0.0,16.84,8
1,2021-01-09,24.06458333333333,73.58333333333333,0.0,14.5,9
1,2021-01-10,26.822916666666668,73.1875,0.0,14.86,10
1,2021-01-11,25.70833333333333,77.0625,1.5000000000000002,10.97,11
1,2021-01-12,20.15625,85.625,0.0,8.54,12
1,2021-01-13,19.08333333333333,73.66666666666667,0.0,17.02,13
1,2021-01-14,20.133333333333333,72.5,0.0,16.57,14
1,2021-01-15,23.308333333333334,77.3125,0.0,16.32,15
1,2021-01-16,21.729166666666668,92.5,1.5000000000000002,7.48,16
1,2021-01-17,22.16875,81.35416666666667,1.5000000000000002,10.51,17
1,2021-01-18,19.50625,70.33333333333333,0.0,16.97,18
1,2021-01-19,20.166666666666668,72.58333333333333,0.0,16.76,19
1,2021-01-20,20.947916666666668,75.45833333333333,0.0,16.79,20
1,2021-01-21,21.70625,76.35416666666667,0.0,17.01,21
1,2021-01-22,22.870833333333334,81.45833333333333,0.0,14.64,22
1,2021-01-23,24.085416666666664,78.0,0.0,11.99,23
1,2021-01-24,24.272916666666664,78.27083333333333,0.0,14.93,24
1,2021-01-25,25.164583333333336,73.625,0.0,16.47,25
1,2021-01-26,24.360416666666666,82.72916666666667,1.5000000000000002,11.64,26
1,2021-01-27,22.285416666666663,92.125,1.5000000000000002,4.24,27
1,2021-01-28,23.1625,82.125,0.0,14.7,28
1,2021-01-29,23.610416666666666,86.20833333333333,0.2,10.12,29
1,2021-01-30,24.008333333333336,83.60416666666667,1.5000000000000002,13.69,30
1,2021-01-31,21.785416666666663,85.8125,0.0,9.07,31
1,2021-02-01,23.852083333333336,82.39583333333333,0.0,12.69,32
1,2021-02-02,23.84583333333333,81.5,1.5000000000000002,11.92,33
1,2021-02-03,21.68125,94.29166666666669,1.5000000000000002,3.3,34
1,2021-02-04,19.472916666666663,85.52083333333333,1.5000000000000002,9.4,35
1,2021-02-05,17.9875,78.89583333333333,0.0,11.21,36
1,2021-02-06,19.36458333333333,77.70833333333333,0.0,16.11,37
1,2021-02-07,22.20208333333333,76.97916666666667,0.0,15.56,38
1,2021-02-08,20.67083333333333,78.52083333333333,0.0,13.73,39
1,2021-02-09,20.78125,85.66666666666667,1.5000000000000002,9.13,40
1,2021-02-10,20.683333333333334,86.625,1.5000000000000002,9.08,41
1,2021-02-11,21.522916666666664,85.83333333333333,1.5000000000000002,10.21,42
1,2021-02-12,21.472916666666663,88.39583333333333,1.5000000000000002,8.5,43
1,2021-02-13,22.74375,81.97916666666667,0.0,14.78,44
1,2021-02-14,22.2125,86.20833333333333,1.5000000000000002,8.79,45
1,2021-02-15,22.12708333333333,84.125,1.5000000000000002,14.53,46
1,2021-02-16,20.64583333333333,83.3125,0.8,12.56,47
1,2021-02-17,18.45833333333333,90.0,1.5000000000000002,8.08,48
1,2021-02-18,19.89583333333333,89.0,1.5000000000000002,8.48,49
1,2021-02-19,22.854166666666668,71.45833333333333,0.0,15.12,50
1,2021-02-20,22.589583333333334,78.54166666666667,0.0,13.89,51
1,2021-02-21,22.52083333333333,79.95833333333333,0.0,13.98,52
1,2021-02-22,23.55625,81.47916666666667,0.0,12.95,53
1,2021-02-23,22.76458333333333,75.0,0.2,11.75,54
1,2021-02-24,21.11458333333333,59.208333333333336,0.0,15.39,55
1,2021-02-25,21.604166666666668,66.625,0.0,15.02,56
1,2021-02-26,21.81458333333333,72.0,0.0,15.06,57
1,2021-02-27,21.766666666666666,77.83333333333333,0.0,15.03,58
1,2021-02-28,22.17083333333333,80.52083333333333,0.0,12.4,59
1,2021-03-01,23.46875,82.58333333333333,0.0,10.48,60
1,2021-03-02,23.47083333333333,83.9375,0.0,11.07,61
1,2021-03-03,23.64583333333333,85.8125,0.0,10.16,62
1,2021-03-04,22.8375,87.47916666666667,0.0,7.07,63
1,2021-03-05,21.454166666666666,87.66666666666667,1.5000000000000002,9.37,64
1,2021-03-06,18.01458333333333,81.85416666666667,0.0,11.33,65
1,2021-03-07,20.464583333333334,77.27083333333333,0.0,14.45,66
1,2021-03-08,21.383333333333336,80.45833333333333,0.0,11.4,67
1,2021-03-09,21.03333333333333,79.52083333333333,0.0,11.97,68
1,2021-03-10,20.027083333333334,79.91666666666667,0.0,11.24,69
1,2021-03-11,19.991666666666667,75.10416666666667,0.0,13.22,70
1,2021-03-12,21.92708333333333,73.66666666666667,0.0,11.4,71
1,2021-03-13,22.81875,74.02083333333333,0.0,13.22,72
1,2021-03-14,21.14375,80.9375,0.0,10.68,73
1,2021-03-15,20.28125,77.79166666666667,0.0,13.17,74
1,2021-03-16,22.87291666666667,80.5625,1.5000000000000002,11.56,75
1,2021-03-17,20.28333333333333,88.3125,1.5000000000000002,5.48,76
1,2021-03-18,17.40625,85.10416666666667,0.0,7.63,77
1,2021-03-19,18.95833333333333,79.35416666666667,0.0,12.84,78
1,2021-03-20,22.797916666666666,82.14583333333333,1.5000000000000002,11.93,79
1,2021-03-21,20.29583333333333,94.66666666666669,1.5000000000000002,3.76,80
1,2021-03-22,20.477083333333333,85.77083333333333,0.0,8.09,81
1,2021-03-23,19.15833333333333,89.16666666666667,1.5000000000000002,4.34,82
1,2021-03-24,20.41875,86.0625,0.0,6.59,83
1,2021-03-25,22.789583333333336,84.29166666666667,1.5000000000000002,10.29,84
1,2021-03-26,20.604166666666668,92.3125,1.5000000000000002,3.22,85
1,2021-03-27,20.43125,93.1875,1.5000000000000002,3.94,86
1,2021-03-28,18.74375,95.39583333333331,1.5000000000000002,3.07,87
1,2021-03-29,17.03125,88.6875,1.5000000000000002,7.12,88
1,2021-03-30,18.2,89.89583333333333,1.2000000000000002,8.51,89
1,2021-03-31,17.370833333333334,83.79166666666667,0.0,9.39,90
1,2021-10-01,16.058333333333334,88.52083333333333,0.0,5.91,274
1,2021-10-02,14.75,74.85416666666667,0.0,13.77,275
1,2021-10-03,14.772916666666667,84.41666666666667,0.0,8.03,276
1,2021-10-04,12.173958333333331,70.25,0.0,14.41,277
1,2021-10-05,13.227083333333333,66.95833333333333,0.0,14.49,278
1,2021-10-06,15.079166666666666,70.95833333333333,0.0,11.32,279
1,2021-10-07,12.173958333333331,75.66666666666667,0.0,13.44,280
1,2021-10-08,12.779166666666669,80.14583333333333,0.0,10.72,281
1,2021-10-09,15.0625,88.0625,0.0,9.12,282
1,2021-10-10,16.931250000000002,87.91666666666667,0.0,7.23,283
1,2021-10-11,16.310416666666665,92.625,1.5000000000000002,4.21,284
1,2021-10-12,18.820833333333333,87.29166666666667,0.0,10.3,285
1,2021-10-13,20.610416666666666,83.60416666666667,1.5000000000000002,10.66,286
