StationID,Date,Time,Temp,RelHum,Rain,SolarRad
8,06/08/20,14:30,24.4,46,0.00,636
8,06/08/20,15:00,23.6,50,0.00,392
8,06/08/20,15:30,22.6,47,0.00,285
8,06/08/20,16:00,21.6,50,0.00,77
8,06/08/20,16:30,20.2,56,0.00,29
8,06/08/20,17:00,18.7,67,0.00,22
8,06/08/20,17:30,17.6,71,0.00,18
8,06/08/20,18:00,16.8,75,0.00,9
8,06/08/20,18:30,15.6,78,0.00,0
8,06/08/20,19:00,14.6,83,0.00,0
8,06/08/20,19:30,14.0,83,0.00,0
8,06/08/20,20:00,13.4,85,0.00,0
8,06/08/20,20:30,13.0,85,0.00,0
8,06/08/20,21:00,12.4,87,0.00,0
8,06/08/20,21:30,12.1,87,0.00,0
8,06/08/20,22:00,12.0,88,0.00,0
8,06/08/20,22:30,11.6,89,0.00,0
8,06/08/20,23:00,11.8,88,0.00,0
8,06/08/20,23:30,11.4,92,0.00,0
8,07/08/20,00:00,11.1,93,0.00,0
8,07/08/20,0:30,10.6,93,0.00,0
8,07/08/20,1:00,10.8,93,0.00,0
8,07/08/20,1:30,10.2,94,0.00,0
8,07/08/20,2:00,10.0,95,0.00,0
8,07/08/20,2:30,10.3,95,0.00,0
8,07/08/20,3:00,10.2,94,0.00,0
8,07/08/20,3:30,9.8,93,0.00,0
8,07/08/20,4:00,9.2,95,0.00,0
8,07/08/20,4:30,8.8,95,0.00,0
8,07/08/20,5:00,9.6,96,0.00,0
8,07/08/20,5:30,8.7,96,0.00,0
8,07/08/20,6:00,8.3,95,0.00,0
8,07/08/20,6:30,8.0,95,0.00,0
8,07/08/20,7:00,7.7,95,0.00,0
8,07/08/20,7:30,7.9,96,0.00,7
8,07/08/20,8:00,8.2,96,0.00,25
8,07/08/20,8:30,11.4,97,0.00,185
8,07/08/20,9:00,13.8,88,0.00,300
8,07/08/20,9:30,16.6,78,0.00,396
8,07/08/20,10:00,19.2,62,0.00,502
8,07/08/20,10:30,19.8,61,0.00,590
8,07/08/20,11:00,20.8,60,0.00,657
8,07/08/20,11:30,21.4,58,0.00,710
8,07/08/20,12:00,22.2,56,0.00,742
8,07/08/20,12:30,22.9,50,0.00,753
8,07/08/20,13:00,23.3,50,0.00,741
8,07/08/20,13:30,23.7,46,0.00,721
8,07/08/20,14:00,23.9,44,0.00,682
8,07/08/20,14:30,24.1,45,0.00,624
8,07/08/20,15:00,23.7,47,0.00,432
8,07/08/20,15:30,22.9,46,0.00,273
8,07/08/20,16:00,21.3,58,0.00,69
8,07/08/20,16:30,20.0,64,0.00,35
8,07/08/20,17:00,18.5,69,0.00,27
8,07/08/20,17:30,17.5,74,0.00,22
8,07/08/20,18:00,16.4,79,0.00,9
8,07/08/20,18:30,15.5,80,0.00,0
8,07/08/20,19:00,14.7,81,0.00,0
8,07/08/20,19:30,14.1,83,0.00,0
8,07/08/20,20:00,13.6,84,0.00,0
8,07/08/20,20:30,12.9,78,0.00,0
8,07/08/20,21:00,12.6,80,0.00,0
8,07/08/20,21:30,12.2,84,0.00,0
8,07/08/20,22:00,11.8,89,0.00,0
8,07/08/20,22:30,11.6,92,0.00,0
8,07/08/20,23:00,11.4,93,0.00,0
8,07/08/20,23:30,11.3,93,0.00,0
8,08/08/20,00:00,11.2,93,0.00,0
8,08/08/20,0:30,11.0,95,0.00,0
8,08/08/20,1:00,10.8,95,0.00,0
8,08/08/20,1:30,10.6,95,0.00,0
8,08/08/20,2:00,10.5,96,0.00,0
8,08/08/20,2:30,10.9,96,0.00,0
8,08/08/20,3:00,10.3,95,0.00,0
8,08/08/20,3:30,10.6,96,0.00,0
8,08/08/20,4:00,9.8,96,0.00,0
8,08/08/20,4:30,10.5,97,0.00,0
8,08/08/20,5:00,9.9,96,0.00,0
8,08/08/20,5:30,9.6,95,0.00,0
