StationID,date,avg_temp_soil_10cm_C,min_temp_soil_10cm_C,max_temp_soil_10cm_C,avg_temp_air_60cm_C,min_temp_air_60cm_C,max_temp_air_60cm_C,avg_temp_air_2m_C,min_temp_air_2m_C,max_temp_air_2m_C,avg_temp_air_10m_C,min_temp_air_10m_C,max_temp_air_10m_C,avg_rh_2m_pct,avg_temp_dp_2m_C,min_temp_dp_2m_C,max_temp_dp_2m_C,sum_rain_2m_inches,avg_wind_speed_10m_mph,wind_speed_max_10m_mph,avg_wind_direction_10m_deg,avg_rfd_2m_wm2,trf_2m_MJm2,ETo_grass_mm,num_observations
250,2000-10-10,21.66,20.39,22.98,15.492,13.6,18.83,15.694,13.92,18.86,15.554,13.93,18.34,63.558,8.583,6.718,10.163,0.018,4.75,11.24,26,15.68,,,30
250,2000-10-11,22.188,18.44,26.88,17.44,9.16,26.28,17.54,9.78,25.82,17.147,9.98,24.4,66.516,10.608,6.071,13.396,0,5.131,17.33,18,210.446,18.183,3.82,96
250,2000-10-12,23.014,19.27,27.39,18.774,9.72,27.83,19.007,10.26,27.31,18.741,11,25.72,72.321,12.976,9.245,15.086,0,5.323,16.01,18,204.972,17.709,3.976,96
250,2000-10-13,23.58,20.02,28.07,19.496,12.22,28.05,19.808,13.64,27.6,19.524,14.41,26.18,70.22,13.293,10.914,16.428,0,5.711,15.54,17,212.984,18.402,4.06,96
250,2000-10-14,23.747,20.34,27.84,19.312,11.66,28.8,19.615,12.53,28.12,19.438,13.54,26.64,74.456,13.985,11.13,16.759,0,4.328,14.58,10,190.573,16.465,3.74,96
250,2000-10-15,23.189,19.32,27.76,16.854,6.983,28.37,17.178,7.69,27.82,17.184,8.88,26.42,69.91,9.376,6.334,15.136,0,2.843,12.44,334,221.953,19.176,3.668,96
250,2000-10-16,22.877,18.79,27.78,17.136,6.502,29.68,17.406,7.3,29.07,17.209,7.28,27.67,65.796,8.457,6.149,14.036,0,2.161,12.2,316,216.636,18.717,3.594,96
250,2000-10-17,23.037,18.96,27.89,17.555,6.683,29.95,17.748,7.38,29.09,17.53,7.62,27.74,67.114,9.184,4.148,14.599,0,1.727,10.05,342,215.493,18.619,3.492,96
250,2000-10-18,23.36,19.54,27.95,18.561,8.4,30.4,18.757,9.12,29.64,18.546,9.63,28.36,68.622,10.951,7.845,15.082,0,2.043,11.01,294,199.53,17.239,3.522,96
250,2000-10-19,23.646,20.15,27.65,19.892,10.39,30.13,20.062,10.86,29.47,19.83,11.01,28.1,72.319,13.606,10.05,17.454,0,2.097,12.32,30,171.093,14.782,3.333,96
250,2000-10-20,23.521,21.82,25.5,19.15,14.31,25.23,19.377,15.14,24.82,19.334,16.31,23.52,86.636,16.753,13.695,19.911,0,4.157,19.349,19,89.4,7.724,2.469,96
250,2000-10-21,23.835,21.09,27.52,20.799,13.86,29.58,21.033,14.79,28.98,20.885,15.98,27.52,80.166,16.758,13.548,18.951,0,4.096,17.56,29,162.323,14.025,3.519,96
250,2000-10-22,23.365,21.38,25.66,20.111,14.03,27.17,20.437,14.9,26.85,20.598,16.13,25.85,82.569,16.64,13.968,20.24,0,4.127,16.73,19,85.601,7.396,2.645,96
250,2000-10-23,23.009,21.15,25.31,19.874,14.95,28.05,20.174,15.89,27.65,20.076,16.85,26.42,85.32,17.144,13.519,20.349,0.036,6.152,22.339,13,128.045,11.063,3.307,96
250,2000-10-24,22.866,20.54,25.77,20.211,15.59,26.25,20.302,16.1,25.79,19.965,16.32,24.85,83.136,17.113,14.237,20.192,0,6.875,19.829,10,130.621,11.286,3.16,96
250,2000-10-25,22.705,20.87,25.87,19.781,15.09,26.22,19.867,15.5,25.74,19.552,15.6,24.46,85.044,16.944,14.277,20.408,0.473,5.603,21.499,15,122.886,10.617,2.99,96
250,2000-10-26,22.395,20.48,25.77,20.852,15.95,27.49,21.041,17.02,27.31,20.732,17.68,26.03,84.531,17.837,15.537,20.287,0.055,5.267,17.21,15,139.064,12.015,3.206,96
250,2000-10-27,21.668,18.43,26.13,18.679,12.4,26.72,18.885,12.86,26.09,18.566,13.16,24.86,76.812,13.6,11.001,15.762,0,4.315,16.25,349,198.687,17.167,3.58,96
250,2000-10-28,22.081,17.6,27.62,19.49,10.5,30.91,19.569,11.07,30.08,19.24,11.17,28.92,75.614,13.88,10.364,16.846,0,1.561,9.45,21,182.97,15.809,3.348,96
250,2000-10-29,23.328,19.27,28.31,21.412,12.88,31.31,21.453,13.28,30.37,21.121,13.44,29.04,74.373,15.529,12.787,19.175,0,2.055,8.62,17,172.775,14.928,3.398,96
250,2000-10-30,24.589,22.38,28.66,21.164,12.95,28.85,21.199,13.62,28.29,20.734,13.83,27.03,79.225,16.766,12.591,20.502,0,3.496,13.75,20,154.562,13.354,3.319,96
250,2000-10-31,22.852,19.02,27.69,17.693,9.25,28.87,17.828,9.63,27.86,17.53,9.66,26.44,72.472,11.128,6.84,16.711,0,1.871,10.89,19,190.191,16.433,3.288,96
250,2000-11-01,22.666,18.93,27.42,18.195,9.72,28.43,18.249,10.2,27.73,17.934,10.28,26.35,71.368,11.668,9.479,16.709,0,1.682,10.17,32,185.235,16.004,3.211,96
250,2000-11-02,22.456,18.78,27.15,17.886,9.09,29.02,17.913,9.59,28.25,17.614,10.04,26.92,71.188,11.254,8.851,16.517,0,1.563,10.53,359,181.881,15.715,3.203,96
250,2000-11-03,22.401,18.71,26.94,18.475,9.51,29.17,18.552,9.9,28.58,18.22,9.91,27.48,78.826,13.99,9.224,19.187,0,1.89,10.77,355,167.369,14.461,3.196,96
250,2000-11-04,23.052,19.74,27.35,20.072,12.09,30.58,20.138,12.53,29.64,19.891,12.71,28.33,75.956,14.686,11.937,18.364,0,1.362,8.86,22,157.55,13.612,3.095,96
250,2000-11-05,23.278,20.18,27.39,20.133,12.87,29.25,20.21,13.33,28.43,20.021,13.95,27.14,78.842,15.68,12.747,18.866,0,2.739,10.41,57,152.431,13.17,3.196,96
250,2000-11-06,23.619,20.56,26.97,20.948,13.5,28.84,21.029,13.81,28.31,20.861,13.98,27.3,77.43,16.128,13.361,19.726,0,2.765,14.94,125,143.711,12.417,3.11,96
250,2000-11-07,23.739,20.72,27.46,20.934,13.71,29.6,21.091,13.96,28.72,21.07,14.73,27.86,79.824,16.701,13.604,19.429,0,2.578,14.23,155,145.611,12.581,3.128,96
250,2000-11-08,23.809,20.73,27.52,21.404,13.11,30.22,21.55,13.67,29.5,21.523,13.84,28.52,80.356,17.365,13.002,20.913,0,3.313,13.03,128,146.088,12.622,3.335,96
250,2000-11-09,24.241,21.36,27.59,23.145,16.64,30.04,23.325,17.41,29.52,23.223,17.72,28.54,75.725,18.103,16.225,20.903,0.065,4.887,14.94,173,142.977,12.353,3.414,96
250,2000-11-10,23.467,19.56,26.05,20.569,12.39,26.1,20.766,13.16,25.67,20.491,13.44,24.57,69.002,13.74,7.269,21.698,0.109,4.952,13.87,300,182.334,15.754,3.499,96
250,2000-11-11,19.962,15.91,24.99,14.673,7,24.76,14.807,7.77,23.96,14.617,8.21,22.71,75.742,9.816,6.131,12.144,0,3.701,14.11,350,184.979,15.982,3.24,96
250,2000-11-12,19.515,15.35,24.65,14.146,4.882,24.93,14.292,5.623,24.14,14.226,6.203,22.96,72.63,7.617,4.122,14.094,0,2.276,13.03,346,185.619,16.037,3.039,96
250,2000-11-13,20.133,16.21,24.34,17.241,7.43,27.29,17.301,8.23,26.5,17.196,8.41,25.55,77.354,12.562,7.179,16.155,0,2.178,11.72,157,133.056,11.496,2.899,96
250,2000-11-14,20.546,16.19,23.19,17.767,7.71,23.62,18.105,8.94,23.49,18.083,10.3,22.99,77.923,13.768,3.075,21.001,0.135,5.213,17.33,281,81.752,7.063,2.765,96
250,2000-11-15,15.668,11.65,20.46,10.178,3.615,20.31,10.341,4.357,19.37,10.102,4.583,18.25,60.482,1.81,-0.13,4.721,0,4.3,13.39,347,186.527,16.116,2.945,96
250,2000-11-16,17.003,11.92,22.92,14.229,2.455,26.09,14.176,3.074,25.28,13.966,3.121,24.33,74.177,8.629,2.1,13.458,0,2.205,11.72,249,161.994,13.996,3.003,96
250,2000-11-17,20.064,17.48,23.66,19.499,13.6,27.76,19.649,14.1,27.21,19.486,14.48,26.47,78.961,15.576,12.094,20.838,0,5.818,19.589,267,91.662,7.92,3.003,96
250,2000-11-18,19.386,17.63,22,15.325,10.5,20.03,15.299,11.3,19.53,15.051,11.66,18.78,65.367,8.66,6.14,12.821,0,4.471,12.44,34,75.885,6.556,2.087,96
250,2000-11-19,19.146,16.64,24.85,15.248,9.5,29.78,15.122,9.91,29.24,14.806,9.77,28.23,79.983,11.321,6.678,18.995,0.193,6.461,24.599,11,128.031,11.062,3.928,96
250,2000-11-20,15.373,12.46,18.31,8.854,2.396,16.58,8.852,3.458,15.56,8.636,3.862,14.59,85.51,6.171,2.198,9.469,0.009,5.672,16.85,340,115.742,10,1.725,96
250,2000-11-21,12.608,9.41,17.04,7.275,1.25,15.38,7.664,2.347,14.55,7.868,3.431,13.63,57.901,-1.76,-5.732,3.029,0,5.165,18.16,326,178.423,15.416,1.547,96
250,2000-11-22,11.769,7.53,17.27,5.839,-1.231,17.18,5.941,-0.529,15.75,5.675,-0.519,14.86,51.827,-5.166,-9.211,-1.864,0,3.601,12.91,350,179.023,15.468,1.479,96
250,2000-11-23,12.65,8.91,17.53,8.371,-2.377,20.32,8.353,-1.398,19.17,8.297,-1.176,18.04,62.807,-0.451,-6.655,4.251,0,1.91,8.14,31,131.73,11.381,1.532,96
250,2000-11-24,16.111,12.33,20.28,16.956,6.59,26.01,17.047,7.19,25.36,17.068,8,24.35,67.095,10.243,3.753,16.588,0.082,6.205,19.949,117,116.258,10.045,2.627,96
250,2000-11-25,19.788,17.74,21.87,20.625,17.1,26.13,20.764,17.22,26.04,20.608,17.13,25.56,91.97,19.213,16.347,21.524,0.636,5.501,18.759,194,54.293,4.691,1.923,96
250,2000-11-26,17.72,14.9,19.61,14.166,8.31,17.42,14.361,8.86,17.76,14.334,9.36,17.77,94.973,13.361,8.132,16.189,0.538,2.724,10.05,263,16.671,1.44,1.439,96
250,2000-11-27,15.494,12.4,19.6,12.637,5.893,20.98,12.827,6.714,20.06,12.943,7.37,19.07,76.706,7.835,5.387,12.698,0.009,3.758,12.44,299,165.881,14.332,1.663,96
250,2000-11-28,14.425,11,18.46,11.125,2.646,22.14,11.228,3.435,21,11.168,3.872,19.98,74.169,5.161,2.427,9.505,0,2.486,12.91,352,159.885,13.814,1.553,96
250,2000-11-29,14.652,13.33,17.14,11.588,6.381,19.03,11.754,7.07,18.47,11.685,7.26,17.76,85.113,8.86,6.147,11.45,0,1.755,7.78,344,57.116,4.935,1.444,96
250,2000-11-30,14.031,10.95,18.59,10.362,3.142,22.1,10.55,3.752,21.16,10.544,3.648,20.15,70.503,3.46,-0.367,7.623,0,3.118,13.03,2,162.896,14.074,1.628,96
250,2000-12-01,14.195,9.82,19.59,11.467,1.062,24.9,11.513,1.811,23.68,11.52,1.802,22.76,79.958,7.19,1.006,12.119,0,1.94,9.34,344,160.36,13.855,1.562,96
250,2000-12-02,16.689,13.46,21.39,15.761,7.14,26.25,15.577,7.59,25.07,15.413,7.82,24.04,79.314,11.359,6.934,16.401,0,2.948,9.34,346,149.293,12.899,1.839,96
250,2000-12-03,16.512,14.18,18.14,11.625,5.945,15.16,11.541,5.998,15.23,11.297,5.837,15.13,82.706,8.746,1.892,13.371,0,7.449,17.68,5,59.092,5.105,1.698,96
250,2000-12-04,13.977,10.76,17.79,8.355,2.136,16.55,8.239,2.493,15.78,7.911,2.413,14.81,72.88,3.51,0.15,6.679,0,7.977,16.73,12,156.039,13.482,1.799,96
250,2000-12-05,13.747,11.19,17.86,8.309,-0.489,18.8,8.349,0.609,17.55,8.233,0.793,16.68,54.353,-2.371,-7.509,2.318,0,4.946,16.25,352,160.29,13.849,1.622,96
250,2000-12-06,12.703,8.9,17.5,7.011,-3.019,20.26,7.079,-2.291,19.25,7.146,-2.287,18.33,68.829,-0.264,-3.249,3.858,0,2.379,10.89,355,162.934,14.078,1.344,96
250,2000-12-07,13.798,10.48,18.17,10.101,1.157,21.29,10.106,1.789,20.22,10.102,2.178,19.32,70.072,3.73,0.329,6.187,0,2.937,14.82,349,155.258,13.414,1.462,96
250,2000-12-08,15.143,11.27,19.71,14.262,3.239,26.77,14.134,3.768,25.38,13.995,4.104,24.29,75.392,9.212,3.025,14.356,0,2.368,8.5,30,143.434,12.393,1.69,96
250,2000-12-09,18.368,15.89,21.91,19.097,13.2,27.74,19.19,14.09,26.73,19.227,14.64,25.8,75.369,14.179,11.844,17.602,0,2.937,13.03,106,108.001,9.331,1.86,96
250,2000-12-10,18.891,16.08,22.77,17.928,10.65,28.8,17.862,11.22,27.26,17.752,11.57,26.18,84.537,14.771,10.453,18.289,0,2.842,9.81,23,133.61,11.544,1.867,96
250,2000-12-11,20.116,18.31,23.04,19.508,15.66,27.93,19.397,15.72,26.94,19.124,15.59,26.32,89.418,17.515,15.481,20.359,0,3.176,10.53,37,85.415,7.38,1.825,96
250,2000-12-12,21.421,19.86,23.99,20.838,17.72,27.36,20.764,18.1,26.04,20.475,17.95,24.98,86.59,18.31,16.537,20.773,0,3.31,16.73,338,99.143,8.566,1.737,96
250,2000-12-13,21.24,18.36,23.98,21.054,11.48,29.3,20.994,12.05,28.29,20.715,12.95,27.21,75.193,16.269,8.455,20.246,0,4.612,14.7,88,120.862,10.443,2.213,96
250,2000-12-14,21.681,19.5,24.67,20.682,15,29.17,20.837,15.2,28.15,20.988,15.63,27.22,87.025,18.138,14.827,22.15,0,2.872,13.03,244,109.51,9.462,1.876,96
250,2000-12-15,21.71,19.99,24.59,20.351,15.64,29.22,20.228,15.85,27.56,19.945,16.25,26.2,88.723,18.147,15.451,21.311,0,3.196,12.91,67,97.939,8.462,1.859,96
250,2000-12-16,22.748,21.03,25.54,22.931,18.8,29.72,22.927,18.92,28.98,22.607,18.7,28.26,78.281,18.453,14.986,20.412,0,5.461,16.13,165,126.64,10.942,2.28,96
250,2000-12-17,18.779,12.93,22.16,14.011,1.966,22.76,14.046,2.518,23.12,13.815,2.603,22.94,54.617,3.717,-7.936,19.618,0.605,7.848,25.439,279,161.362,13.942,2.136,96
250,2000-12-18,12.93,9.46,17.32,6.519,-1.902,19.11,6.389,-1.363,17.42,6.15,-1.323,16.57,60.317,-1.481,-7.091,3.967,0,3.065,12.91,345,158.687,13.711,1.237,96
250,2000-12-19,10.774,9.04,12.09,3.868,-0.837,8.51,4.124,-0.255,7.92,4.116,0.174,7.55,84.013,1.169,-5.522,6.139,0.027,4.937,18.399,303,32.464,2.805,1.202,96
250,2000-12-20,7.809,5.335,12.13,-1.815,-5.717,8.1,-1.465,-5.238,6.915,-1.539,-5.347,6.085,65.048,-7.782,-10.473,-4.815,0,4.323,16.37,336,41.023,,,71
250,2000-12-21,9.039,5.265,14.08,4.7,-4.781,17.96,4.713,-3.862,16.56,4.75,-3.755,15.86,75.93,-0.206,-5.402,4.713,0,2.326,8.5,306,148.505,12.831,1.18,96
250,2000-12-22,10.887,8.39,14.96,7.88,2.055,16.87,7.985,2.583,15.94,7.886,2.828,15.15,66.775,1.221,-6.496,7.57,0,4.847,15.66,348,127.099,10.982,1.462,96
250,2000-12-23,10.644,6.644,15.09,8.317,-1.185,18.66,8.288,-0.625,17.79,8.047,-0.609,17.03,70.148,2.966,-6.586,9.973,0,6.759,16.97,18,135.874,11.74,1.93,93
250,2000-12-24,12.951,11.07,16.21,10.113,5.112,18.04,10.034,6.404,17.09,9.803,6.329,16.38,79.006,6.355,2.981,9.275,0,6.053,15.54,20,127.424,11.009,1.561,96
250,2000-12-25,12.439,9.1,16.28,9.75,2.152,18.71,9.787,3.106,17.99,9.605,3.354,17.15,68.56,3.966,-2.829,9.027,0,7.13,18.519,14,141.819,12.253,1.867,96
250,2000-12-26,13.053,10.1,16.65,10.801,4.787,19.52,10.795,5.203,18.36,10.583,5.208,17.53,81.681,7.511,4.106,10.904,0,5.516,14.34,22,125.858,10.874,1.661,94
250,2000-12-27,14.165,10.51,18.63,13.041,3.609,24.46,13.083,4.018,23.34,13.19,4.188,22.54,78.96,8.757,3.481,12.656,0,2.519,12.79,280,137.174,11.852,1.6,96
