StationID,date,avg_temp_soil_10cm_C,min_temp_soil_10cm_C,max_temp_soil_10cm_C,avg_temp_air_60cm_C,min_temp_air_60cm_C,max_temp_air_60cm_C,avg_temp_air_2m_C,min_temp_air_2m_C,max_temp_air_2m_C,avg_temp_air_10m_C,min_temp_air_10m_C,max_temp_air_10m_C,avg_rh_2m_pct,avg_temp_dp_2m_C,min_temp_dp_2m_C,max_temp_dp_2m_C,sum_rain_2m_inches,avg_wind_speed_10m_mph,wind_speed_max_10m_mph,avg_wind_direction_10m_deg,avg_rfd_2m_wm2,trf_2m_MJm2,ETo_grass_mm,num_observations
302,1997-12-12,,,,14.787,12.744,15.733,14.784,12.744,15.761,14.707,12.672,15.667,,,,,0.252,,,292,0,,,5
302,1997-12-13,,,,16.075,12.744,17.211,15.997,12.739,17.194,15.894,12.672,17.078,,,,,0.098,,,285,0,,,11
302,1997-12-14,,,,11.915,9.494,14.55,11.748,9.333,14.567,11.726,9.35,14.406,,48.588,46.78,49.94,0.28,,,291,0,,,24
302,1997-12-15,,,,7.364,5.172,9.306,7.071,4.989,9.128,7.168,4.694,9.206,,42.415,39.68,46.51,0.185,,,289,0,,,24
302,1997-12-16,,,,11.749,5.783,19.817,11.363,5.806,19.106,11.703,6.278,19.639,,39.774,31.95,49.84,0,,,301,0.001,,,24
302,1997-12-17,,,,11.922,4.544,21.944,12.224,6.428,19.856,12.346,7.389,19.611,,40.589,33.64,47.8,0,,,307,0.001,,,24
302,1997-12-18,,,,11.648,4.389,23.444,12.573,6.506,20.961,12.943,7.178,21.167,,32.952,5.289,49.78,0,,,313,0.001,,,24
302,1997-12-19,,,,12.346,5.006,24.333,12.689,6.389,20.361,13.548,6.933,20.922,,7.504,3.7,13.944,0.004,,,315,0.001,,,23
302,1997-12-20,,,,14.578,5.578,25.167,15.031,8.383,23.389,15.408,8.494,23.333,,9.909,4.222,14.406,0,,,315,0.001,,,24
302,1997-12-21,,,,17.305,10.789,24.278,17.435,11.872,23.278,17.524,12.106,23.167,,14.317,9.367,18.2,0,,,307,0,,,24
302,1997-12-22,,,,21.895,17.128,29.278,21.913,17.633,27.722,21.935,17.7,27.389,,18.816,15.989,22.056,0,,,308,0.001,,,23
302,1997-12-23,,,,21.631,18.844,25.389,21.588,19.583,24.333,21.614,19.761,23.889,,19.416,4.044,22,0,,,302,0,,,24
302,1997-12-24,,,,22.235,19.344,25.667,22.284,19.428,25.167,22.245,19.344,24.889,,20.35,16.183,24.056,0,,,299,0,,,24
302,1997-12-25,,,,21.391,20.239,22.278,21.462,20.339,22.5,21.477,20.344,22.5,,8.225,-4.783,25.167,0.744,,,293,0,,,24
302,1997-12-26,,,,18.147,14.489,20.567,17.735,14.406,20.228,17.893,14.489,20.178,,18.016,15.35,20.378,0.177,,,295,0,,,24
302,1997-12-27,,,,17.86,9.633,22.389,17.547,9.311,21.722,17.814,9.744,21.889,,12.069,-2.706,29.111,0.339,,,292,0,,,24
302,1997-12-28,,,,7.6,3.356,11.311,7.34,3.733,10.433,7.431,3.878,10.383,,7.907,4.372,11.156,0,,,298,0,,,24
302,1997-12-29,,,,10.015,4.889,15.944,9.83,6.278,14.011,9.975,6.706,13.728,,9.885,6.35,14.467,0.028,,,299,0,,,24
